,content,rating
110,"realizzati con buona fattura tranne gli elastici che non sembrano molto robusti, manca del ferretto sopranaso che sarebbe utile e secondo me l'etichetta interna è un po' scomoda ed ingombrante considerato che va messo sul viso. Nel complesso però un buon prodotto",4
111,"Il colore mi piace, gli elastici sono giusti per le mie misure, il tessuto è un po' pesante, ma non rimane aderente al viso perché manca il ferretto sul naso, e quindi si riesce a respirare un po' di aria esterna. Il prezzo perfetto.",5
112,Fanno il loro compito ma risultano molto grandi e non hanno il ferretto per il naso.speravo sinceramente meglio ma visto la spesa (10€ per 5mascherine) non mi posso lamentare.,3
113,"La mascherina è molto bella esteticamente per il suo colore Blu... Ma per il resto è tutto negativo... Gli elastici si sono rotti appena ho messo la mascherina... Per questo ho cucito tutte le parti che legano la mascherina agli elastici stessi... Le cuciture delle mascherine, sono tutte con i fili che fuoriescono... NON CONSIGLIO l'acquisto, prodotto non idoneo",2
114,"C'è poco da recensire: le mascherine sono fuori misura, gli elastici che dovrebbero sostenerle sono troppo sottili e se per errore si tirano un po' di più si staccano dalla mascherina stessa. Peccato, finora le peggiori che ho acquistato!",1
115,Pessime. Una addirittura con l’elastico staccato.,1
116,Carine e simpatiche da indossare ma non sono lavabili e poi vanno bene per donna perché per uomo l’elastico è troppo corto e si spezza,1
117,Le mascherine  molto grandi.....ho sopperito usando delle graffette tra alcune pieghe...gli elastici saltano...ho dovuto incollarli..,2
118,Le asole da agganciare dietro le orecchie sono molto lunghe quindi la mascherina non aderisce bene al viso. . Tenuta delle asole zero. Si è staccata al secondo utilizzo.,1
119,"Confermo che le mascherine sono un po' fuori misura, sono molto grandi e gli elastici servono più che altro a tenerle in posizione che a stringerle... ma dopo mesi con mascherine che mi scavano solchi nelle orecchie queste sono un toccasana, leggere e comode anche se non per tutti. Visto il prezzo potreste provarle, anche solo da portare un giorno ogni tanto per dare tregua alle vostre orecchie non sono affatto male, io sono molto soddisfatto.",5
120,"realizzati con buona fattura tranne gli elastici che non sembrano molto robusti, manca del ferretto sopranaso che sarebbe utile e secondo me l'etichetta interna è un po' scomoda ed ingombrante considerato che va messo sul viso. Nel complesso però un buon prodotto",4
121,"Il colore mi piace, gli elastici sono giusti per le mie misure, il tessuto è un po' pesante, ma non rimane aderente al viso perché manca il ferretto sul naso, e quindi si riesce a respirare un po' di aria esterna. Il prezzo perfetto.",5
122,Fanno il loro compito ma risultano molto grandi e non hanno il ferretto per il naso.speravo sinceramente meglio ma visto la spesa (10€ per 5mascherine) non mi posso lamentare.,3
123,"La mascherina è molto bella esteticamente per il suo colore Blu... Ma per il resto è tutto negativo... Gli elastici si sono rotti appena ho messo la mascherina... Per questo ho cucito tutte le parti che legano la mascherina agli elastici stessi... Le cuciture delle mascherine, sono tutte con i fili che fuoriescono... NON CONSIGLIO l'acquisto, prodotto non idoneo",2
124,"C'è poco da recensire: le mascherine sono fuori misura, gli elastici che dovrebbero sostenerle sono troppo sottili e se per errore si tirano un po' di più si staccano dalla mascherina stessa. Peccato, finora le peggiori che ho acquistato!",1
125,Pessime. Una addirittura con l’elastico staccato.,1
126,Carine e simpatiche da indossare ma non sono lavabili e poi vanno bene per donna perché per uomo l’elastico è troppo corto e si spezza,1
127,Le mascherine  molto grandi.....ho sopperito usando delle graffette tra alcune pieghe...gli elastici saltano...ho dovuto incollarli..,2
128,Le asole da agganciare dietro le orecchie sono molto lunghe quindi la mascherina non aderisce bene al viso. . Tenuta delle asole zero. Si è staccata al secondo utilizzo.,1
129,"Confermo che le mascherine sono un po' fuori misura, sono molto grandi e gli elastici servono più che altro a tenerle in posizione che a stringerle... ma dopo mesi con mascherine che mi scavano solchi nelle orecchie queste sono un toccasana, leggere e comode anche se non per tutti. Visto il prezzo potreste provarle, anche solo da portare un giorno ogni tanto per dare tregua alle vostre orecchie non sono affatto male, io sono molto soddisfatto.",5
130,"realizzati con buona fattura tranne gli elastici che non sembrano molto robusti, manca del ferretto sopranaso che sarebbe utile e secondo me l'etichetta interna è un po' scomoda ed ingombrante considerato che va messo sul viso. Nel complesso però un buon prodotto",4
131,"Il colore mi piace, gli elastici sono giusti per le mie misure, il tessuto è un po' pesante, ma non rimane aderente al viso perché manca il ferretto sul naso, e quindi si riesce a respirare un po' di aria esterna. Il prezzo perfetto.",5
132,Fanno il loro compito ma risultano molto grandi e non hanno il ferretto per il naso.speravo sinceramente meglio ma visto la spesa (10€ per 5mascherine) non mi posso lamentare.,3
133,"La mascherina è molto bella esteticamente per il suo colore Blu... Ma per il resto è tutto negativo... Gli elastici si sono rotti appena ho messo la mascherina... Per questo ho cucito tutte le parti che legano la mascherina agli elastici stessi... Le cuciture delle mascherine, sono tutte con i fili che fuoriescono... NON CONSIGLIO l'acquisto, prodotto non idoneo",2
134,Prodotto prossimo alla scadenza. Arrivato il 7 di aprile 2020 scade il 29 maggio 2020.,1
135,Il latte è molto buono ma l’imballo in tetrapak non è resistente e su 12 litri ne ho buttati 3 perché si erano aperti e il latte si era cagliato dentro,3
136,"Buono, ma per essere un latte a lunga conservazione (2,40 al litro) è un po' caro.",3
137,Ottimo gustoso,5
138,La data di scadenza troppo vicina. Ne ho dovuto buttare un po'.,2
139,Un buon latte. Ottimo per fare lo yogurt,5
140,"Spedizione e viaggio dalla Cina con tempi biblici (23.04-20.05, nei tempi previsti, ma sempre biblici sono). La qualità purtroppo non è granché: superfici rigide e lacci attaccati alla meno peggio. Gli stessi lacci, pur elastici, sono troppo corti e rigidi, risultando tra il fastidioso ed il doloroso. Le mascherine chirurgiche che si trovavano prima della pandemia erano di tutt'altra qualità a circa 1/10 del prezzo. Oggi purtroppo queste sono tra le più diffuse (e c'è addirittura di peggio...). Queste, se disponibili a meno di 40 centesimi compresa la spedizione, possono avere senso; a più è un furto.",3
141,Mi aspettavo una confezione fedele alla foto invece mi sono arrivati due buste. Non sono nemmeno scritte le quantità delle mascherine contenute all'interno.,2
142,"Ordino mascherine che, dalla foto presentano la confezione con marchio CE: arrivano due  ""pacchetti"" in cellophane con etichetta appiccicata solo in cinese. Non compratele",1
143,Pessimo acquisto. Le mascherine arrivano imballate in 2 sacchetti di plastica trasparente. Uno dei 2 pacchetti NON aveva l'adesivo- scritto in cinese- che indica la provenienza e la data di scadenza. Il problema maggiore di questo materiale é che lo spessore delle singole mascherine é la metà rispetto a quelle acquistate presso un suermercato (sempre di provenienza cinese) e non é minimamente comparabile con quelle acquistate in farmacia. Il prezzo non giustifica la bassissima qualità  dei materiali. Non acquistatele.,1
144,c'e scritto che il rivenditore è' italiano . Ma vengono dalla Cina,1
145,Le mascherine sono quelle classiche chirurgiche che solitamente indossano i medici o gli infermieri. La qualità non è altissima essendo mascherine monouso. Sono azzurre come quelle nelle foto dell’inserzione e non rosa come descritto nell’inserzione stessa. La parte interna quindi quella che si appoggia al viso (colore bianco) non è rigida quindi è comoda da indossare e non irrita la pelle del viso. Sono dotate di cinturini elastici (non troppo stretti quindi non danno fastidio alle orecchie) che le rendono facili da indossare inoltre si possono regolare in base alla forma del viso una volta indossate rendendole ancora più comode. Solitamente si trovano in giro a prezzi molto più bassi rispetto a questo periodo ma questa confezione da 100 a 20€ è stato comunque un buon prezzo. Arrivano anche 2 scatole di cartone per mettervi dentro le maschere e rendere il tutto più comodo e anche igienico. Le maschere arrivano sigillate in 2 confezioni da 50pz. Il prezzo è ottimo ma purtroppo i tempi di spedizione sono lunghi nonostante le mascherine siano arrivate anche prima del previsto (ho comunque aspettato un mese abbondante prima di riceverle).,4
146,SENZA SCATOLA NE CERTIFICAZIONI,1
147,"Arrivate in 2 sacchettini di plastica da 50pz (spero,non le ho contate) tuttavia mi aspettavo la scatola come da foto o quantomeno un documento di certificazione (China Export + FDA); niente di tutto questo ho inoltrato anche richiesta ad Amazon/marketplace via Amazon- nessuna risposta Ovviamente di sti tempi me le tengo lo stesso ma mi scoccia (ok per andare in giro normalmente ma se dovessi andare in ospedale? Dubbio Mi posso solo fidare La valutazione complessiva 3 per mancanza di certificazione (solo 2 etichette con codici in cinese nelle singole confezioni)",3
148,"Mascherine arrivate con grande ritardo rispetto alla data di consegna prevista. Sono mascherine chirurgiche non certificate, di media qualità e soprattutto non corrispondenti alla fotografia dell'inserzione: non sono arrivate in una scatola con certificazione fda bensì in due buste in plastica trasparente (da 50 mascherine ciascuna, presumo) riportanti un fogliettino interno interamente scritto in cinese. Venditore contattato per il ritardo  molto disponibile, mentre alla segnalazione circa la non corrispondenza non ha risposto. A conti fatti non le ricomprerei.",4
149,"Attribuisco solo due stelle perché, malgrado il prodotto sia corrispondente alla descrizione e arrivato prima del previsto, la modalità di consegna è stata inadeguata, a dir poco. Infatti abbiamo trovato le mascherine, imballate in una busta, non in uno scatolo come indicano le immagini dell'annuncio, appoggiata all'esterno della porta di casa. Dato che viviamo in un piccolo condominio, abbiamo l'abitudine di ritirare i pacchetti che arrivano per i condomini assenti, quindi abbiamo pensato che , come d'abitudine, il corriere avesse citofonato ad un vicino e questi avesse ritirato il pacchetto per noi, lasciandolo davanti alla porta. Invece, solo oggi,  parlando con uno dei vicini, abbiamo scoperto che aveva trovato il pacchetto per terra, all'esterno del portone, uscendo. Il corriere non aveva citofonato prima, né a lui, né agli altri vicini. Siamo basiti. Malgrado fossero imbustate, lasciare delle mascherine per terra, sulla strada, alla mercé di insetti ed altri animali, non è una pratica igienica e poi chiunque fosse passato di lì, avrebbe potuto impadronirsene. Solo per caso, il  vicino si è trovato ad uscire di casa, evidentemente, poco dopo l'arrivo del corriere e ha potuto recuperare il pacchetto. Non ho parole...",2
150,"Spedizione e viaggio dalla Cina con tempi biblici (23.04-20.05, nei tempi previsti, ma sempre biblici sono). La qualità purtroppo non è granché: superfici rigide e lacci attaccati alla meno peggio. Gli stessi lacci, pur elastici, sono troppo corti e rigidi, risultando tra il fastidioso ed il doloroso. Le mascherine chirurgiche che si trovavano prima della pandemia erano di tutt'altra qualità a circa 1/10 del prezzo. Oggi purtroppo queste sono tra le più diffuse (e c'è addirittura di peggio...). Queste, se disponibili a meno di 40 centesimi compresa la spedizione, possono avere senso; a più è un furto.",3
151,Mi aspettavo una confezione fedele alla foto invece mi sono arrivati due buste. Non sono nemmeno scritte le quantità delle mascherine contenute all'interno.,2
152,"Ordino mascherine che, dalla foto presentano la confezione con marchio CE: arrivano due  ""pacchetti"" in cellophane con etichetta appiccicata solo in cinese. Non compratele",1
153,Pessimo acquisto. Le mascherine arrivano imballate in 2 sacchetti di plastica trasparente. Uno dei 2 pacchetti NON aveva l'adesivo- scritto in cinese- che indica la provenienza e la data di scadenza. Il problema maggiore di questo materiale é che lo spessore delle singole mascherine é la metà rispetto a quelle acquistate presso un suermercato (sempre di provenienza cinese) e non é minimamente comparabile con quelle acquistate in farmacia. Il prezzo non giustifica la bassissima qualità  dei materiali. Non acquistatele.,1
154,c'e scritto che il rivenditore è' italiano . Ma vengono dalla Cina,1
155,Le mascherine sono quelle classiche chirurgiche che solitamente indossano i medici o gli infermieri. La qualità non è altissima essendo mascherine monouso. Sono azzurre come quelle nelle foto dell’inserzione e non rosa come descritto nell’inserzione stessa. La parte interna quindi quella che si appoggia al viso (colore bianco) non è rigida quindi è comoda da indossare e non irrita la pelle del viso. Sono dotate di cinturini elastici (non troppo stretti quindi non danno fastidio alle orecchie) che le rendono facili da indossare inoltre si possono regolare in base alla forma del viso una volta indossate rendendole ancora più comode. Solitamente si trovano in giro a prezzi molto più bassi rispetto a questo periodo ma questa confezione da 100 a 20€ è stato comunque un buon prezzo. Arrivano anche 2 scatole di cartone per mettervi dentro le maschere e rendere il tutto più comodo e anche igienico. Le maschere arrivano sigillate in 2 confezioni da 50pz. Il prezzo è ottimo ma purtroppo i tempi di spedizione sono lunghi nonostante le mascherine siano arrivate anche prima del previsto (ho comunque aspettato un mese abbondante prima di riceverle).,4
156,SENZA SCATOLA NE CERTIFICAZIONI,1
157,"Arrivate in 2 sacchettini di plastica da 50pz (spero,non le ho contate) tuttavia mi aspettavo la scatola come da foto o quantomeno un documento di certificazione (China Export + FDA); niente di tutto questo ho inoltrato anche richiesta ad Amazon/marketplace via Amazon- nessuna risposta Ovviamente di sti tempi me le tengo lo stesso ma mi scoccia (ok per andare in giro normalmente ma se dovessi andare in ospedale? Dubbio Mi posso solo fidare La valutazione complessiva 3 per mancanza di certificazione (solo 2 etichette con codici in cinese nelle singole confezioni)",3
158,"Mascherine arrivate con grande ritardo rispetto alla data di consegna prevista. Sono mascherine chirurgiche non certificate, di media qualità e soprattutto non corrispondenti alla fotografia dell'inserzione: non sono arrivate in una scatola con certificazione fda bensì in due buste in plastica trasparente (da 50 mascherine ciascuna, presumo) riportanti un fogliettino interno interamente scritto in cinese. Venditore contattato per il ritardo  molto disponibile, mentre alla segnalazione circa la non corrispondenza non ha risposto. A conti fatti non le ricomprerei.",4
159,"Attribuisco solo due stelle perché, malgrado il prodotto sia corrispondente alla descrizione e arrivato prima del previsto, la modalità di consegna è stata inadeguata, a dir poco. Infatti abbiamo trovato le mascherine, imballate in una busta, non in uno scatolo come indicano le immagini dell'annuncio, appoggiata all'esterno della porta di casa. Dato che viviamo in un piccolo condominio, abbiamo l'abitudine di ritirare i pacchetti che arrivano per i condomini assenti, quindi abbiamo pensato che , come d'abitudine, il corriere avesse citofonato ad un vicino e questi avesse ritirato il pacchetto per noi, lasciandolo davanti alla porta. Invece, solo oggi,  parlando con uno dei vicini, abbiamo scoperto che aveva trovato il pacchetto per terra, all'esterno del portone, uscendo. Il corriere non aveva citofonato prima, né a lui, né agli altri vicini. Siamo basiti. Malgrado fossero imbustate, lasciare delle mascherine per terra, sulla strada, alla mercé di insetti ed altri animali, non è una pratica igienica e poi chiunque fosse passato di lì, avrebbe potuto impadronirsene. Solo per caso, il  vicino si è trovato ad uscire di casa, evidentemente, poco dopo l'arrivo del corriere e ha potuto recuperare il pacchetto. Non ho parole...",2
160,"Spedizione e viaggio dalla Cina con tempi biblici (23.04-20.05, nei tempi previsti, ma sempre biblici sono). La qualità purtroppo non è granché: superfici rigide e lacci attaccati alla meno peggio. Gli stessi lacci, pur elastici, sono troppo corti e rigidi, risultando tra il fastidioso ed il doloroso. Le mascherine chirurgiche che si trovavano prima della pandemia erano di tutt'altra qualità a circa 1/10 del prezzo. Oggi purtroppo queste sono tra le più diffuse (e c'è addirittura di peggio...). Queste, se disponibili a meno di 40 centesimi compresa la spedizione, possono avere senso; a più è un furto.",3
161,Mi aspettavo una confezione fedele alla foto invece mi sono arrivati due buste. Non sono nemmeno scritte le quantità delle mascherine contenute all'interno.,2
162,"Ordino mascherine che, dalla foto presentano la confezione con marchio CE: arrivano due  ""pacchetti"" in cellophane con etichetta appiccicata solo in cinese. Non compratele",1
163,Pessimo acquisto. Le mascherine arrivano imballate in 2 sacchetti di plastica trasparente. Uno dei 2 pacchetti NON aveva l'adesivo- scritto in cinese- che indica la provenienza e la data di scadenza. Il problema maggiore di questo materiale é che lo spessore delle singole mascherine é la metà rispetto a quelle acquistate presso un suermercato (sempre di provenienza cinese) e non é minimamente comparabile con quelle acquistate in farmacia. Il prezzo non giustifica la bassissima qualità  dei materiali. Non acquistatele.,1
164,c'e scritto che il rivenditore è' italiano . Ma vengono dalla Cina,1
165,Le mascherine sono quelle classiche chirurgiche che solitamente indossano i medici o gli infermieri. La qualità non è altissima essendo mascherine monouso. Sono azzurre come quelle nelle foto dell’inserzione e non rosa come descritto nell’inserzione stessa. La parte interna quindi quella che si appoggia al viso (colore bianco) non è rigida quindi è comoda da indossare e non irrita la pelle del viso. Sono dotate di cinturini elastici (non troppo stretti quindi non danno fastidio alle orecchie) che le rendono facili da indossare inoltre si possono regolare in base alla forma del viso una volta indossate rendendole ancora più comode. Solitamente si trovano in giro a prezzi molto più bassi rispetto a questo periodo ma questa confezione da 100 a 20€ è stato comunque un buon prezzo. Arrivano anche 2 scatole di cartone per mettervi dentro le maschere e rendere il tutto più comodo e anche igienico. Le maschere arrivano sigillate in 2 confezioni da 50pz. Il prezzo è ottimo ma purtroppo i tempi di spedizione sono lunghi nonostante le mascherine siano arrivate anche prima del previsto (ho comunque aspettato un mese abbondante prima di riceverle).,4
166,SENZA SCATOLA NE CERTIFICAZIONI,1
167,"Arrivate in 2 sacchettini di plastica da 50pz (spero,non le ho contate) tuttavia mi aspettavo la scatola come da foto o quantomeno un documento di certificazione (China Export + FDA); niente di tutto questo ho inoltrato anche richiesta ad Amazon/marketplace via Amazon- nessuna risposta Ovviamente di sti tempi me le tengo lo stesso ma mi scoccia (ok per andare in giro normalmente ma se dovessi andare in ospedale? Dubbio Mi posso solo fidare La valutazione complessiva 3 per mancanza di certificazione (solo 2 etichette con codici in cinese nelle singole confezioni)",3
168,"Mascherine arrivate con grande ritardo rispetto alla data di consegna prevista. Sono mascherine chirurgiche non certificate, di media qualità e soprattutto non corrispondenti alla fotografia dell'inserzione: non sono arrivate in una scatola con certificazione fda bensì in due buste in plastica trasparente (da 50 mascherine ciascuna, presumo) riportanti un fogliettino interno interamente scritto in cinese. Venditore contattato per il ritardo  molto disponibile, mentre alla segnalazione circa la non corrispondenza non ha risposto. A conti fatti non le ricomprerei.",4
169,"Attribuisco solo due stelle perché, malgrado il prodotto sia corrispondente alla descrizione e arrivato prima del previsto, la modalità di consegna è stata inadeguata, a dir poco. Infatti abbiamo trovato le mascherine, imballate in una busta, non in uno scatolo come indicano le immagini dell'annuncio, appoggiata all'esterno della porta di casa. Dato che viviamo in un piccolo condominio, abbiamo l'abitudine di ritirare i pacchetti che arrivano per i condomini assenti, quindi abbiamo pensato che , come d'abitudine, il corriere avesse citofonato ad un vicino e questi avesse ritirato il pacchetto per noi, lasciandolo davanti alla porta. Invece, solo oggi,  parlando con uno dei vicini, abbiamo scoperto che aveva trovato il pacchetto per terra, all'esterno del portone, uscendo. Il corriere non aveva citofonato prima, né a lui, né agli altri vicini. Siamo basiti. Malgrado fossero imbustate, lasciare delle mascherine per terra, sulla strada, alla mercé di insetti ed altri animali, non è una pratica igienica e poi chiunque fosse passato di lì, avrebbe potuto impadronirsene. Solo per caso, il  vicino si è trovato ad uscire di casa, evidentemente, poco dopo l'arrivo del corriere e ha potuto recuperare il pacchetto. Non ho parole...",2
170,"Il tritaghiaccio funziona solo con un cubetto per volta e neanche sempre, si blocca continuamente e non riparte se non con notevoli rischi per le dita dovendo togliere il ghiaccio dal contenitore. Anche quando funziona trita il ghiaccio in maniera grossolana. Pessimo prodotto Chiesto il reso",1
171,"Cercavo un tritaghiaccio da usare durante l’estate e la mia scelta è stata il TRITAGHIACCIO PRINCESS SILVER ICE CRUSHER. Nella confezione oltre al tritaghiaccio (dimensioni 23 cm) ho trovato il raccogli ghiaccio e il libretto d’istruzioni. È un tritaghiaccio per uso domestico quindi non adatta ad un uso continuativo. La potenza è di 50W sufficienti per tritate al massimo 3,4 cubetti per volta. Esteticamente si presenta con un design elegante, costruito in plastica di color silver. La lama è in acciaio ed è robusta, infatti riesce a sminuzzare il ghiaccio con facilità. Il raccogli ghiaccio è trasparente ed ha una capacità di 0.6L ed è facilmente estraibile. Il ghiaccio ottenuto è di tipo crushed ovvero frantumato a grandezza irregolare, che risulta essere ideale per preparare granite o cocktail “pestati” o anche per preparare un “letto di ghiaccio” utile per conservare pesce o gli ortaggi al fresco. Il funzionamento è molto semplice, basta inserire i cubetti nell’apposita apertura posta in altro e azionare il tritaghiaccio tramite il bottone “On/off”, alla fine nel raccogli ghiaccio si avrà il ghiaccio tritato. Consiglio di inserire un cubetto per volta. Sono rimasto colpito dal prodotto in quanto offre un ottimo rapporto qualità/prezzo, le lame tritano efficacemente il ghiaccio, bisogna fare attenzione però al calore che potrebbe farlo sciogliere. Durante la triturazione la macchina risulta essere un po’ rumorosa ma di certo non è un problema così grande. E’ un prodotto che consiglio. Contenuto: - Tritaghiaccio - Raccogli ghiaccio - Manuale d'istruzione PRO Rapporto qualità/prezzo Design Lama in acciaio Maneggevolezza Contenitore estraibile CONTRO Non molto potente Un po' rumoroso Non si possono mettere più di 3/4 cubetti per volta",4
172,"Se si inseriscono pezzi di ghiaccio troppo grandi va in blocco. Lo stesso dicasi quando si mettono dentro troppi ghiaccioli, anche se di modeste dimensioni. Un prodotto economico che va bene per un uso saltuario.",2
173,"Per il suo costo mi sembra una buon prodotto. Si possono rompere 3/4 cubetti alla volta. La dimensione del ghiaccio è giusta sia per granite che per cocktail (per questi leggermente piccola), comunque la dimensione dipende anche da che tipo di cubetto viene tritato. E' un po rumorosa, meglio evitare se qualcuno sta riposando vicino alla cucina. Abbastanza semplice da pulire e non è per uso professionale ma solo per una uso domestico. Sulle istruzioni è espicitamente scritto che è meglio evitare l'uso prolungato, ma che è necessario farla ""raffreddare"" ogni tanto. Comunque per 30 euro cosa si può pretendere di più.",4
174,In continuo uso!! Fa' egregiamente il proprio dovere ma attenzione a non caricare troppo ghiaccio altrimenti si ingrippa.....un po' alla volta è l'ideale,4
175,"La recensione la faccio dopo molto tempo (almeno quattro anni) e dopo molte granite e cocktail. Mai un problema. La consiglio vivamente. Ne ho comprata una per un regalo ed ho fatto bella figura. Unico consiglio: non esagerare con i cubetti da rompere, potrebbero incastrarsi...",5
176,"L'ho provato in questi giorni visto che e arrivato il caldo,si blocca di continuo tritta il ghiaccio in maniera molto grossolana per fare una granatina fai prima a mano sconsigliatissimo soldi buttati via.",1
177,"Devo dire che fà abbastanza rumore, ma è davvero ottimo per fare una grattachecca speciale.....la uso tutte le estati e non mi pento mai di averla comprata",5
178,"E un buon prodotto, un po' impegnativo x il bar, perché x fare una granita ci metti di tempo visto che si può mettere un ghiaccio alla volta. È passato un mese e mezzo è già rotto. Non funziona più",1
179,"Non so se era il mio prodotto difettato, ma a me serviva per tritare il ghiaccio velocemente... Se devo tritare un cubetto alla volta si fa notte... Questo perché con due o più cubetti la lama interna non ce la fa a tritare il ghiaccio e quindi ho fatto il reso",3
180,"L'articolo è arrivato ben imballato e rispettando i tempi previsti per la spedizione. La cintura è lunga 105 cm e larga circa 4 cm, presenta il logo della marca impresso, cosa che in foto non era visibile. Di un buon materiale, ma non di pelle, è abbastanza carina pur essendo molto semplice. La fibbia metallica satinata, non è eccessivamente grande, rendendola perfetta anche per un look elegante. Posso reputarmi soddisfatto visto il buon prezzo dell'acquisto.",4
181,Materiale di dubbia qualità dal momento che neanche dopo averla indossata per 2 sere già si era rovinata molto...,1
182,"Nulla, non ci siamo proprio. Non mi aspettavo il top delle cinture, ma questa è stata una delusione. Non ci prova neanche ad essere similpalle, è proprio plasticosa. Inoltre dalla figura non si vede ma ha la scritta Jack and Jones in rilievo su tutta la lunghezza",1
183,"Ho acquistato questa cintura per regalarla e sono soddisfatto dalla sua fattura e dalla eleganza del marchio. Purtroppo ho rilevato alcune pieghe all'interno della pelle, ma il voto rimane comunque alto grazie al suo prezzo oltremodo competitivo. Volevo però segnalare che la cinta arriva in un sacchetto da imballaggio trasparente, senza alcuna confezione e questo può essere problematico se la si acquista per fare un regalo.",4
184,"Innanzitutto dalle foto non si capisce che sulla cinta c è la  scritta jack jones che la rende un po' pacchiana e in secondo luogo il prodotto che mi è arrivato emana un odore fortissimo, tant'è che ho dovuto lasciarlo una notte all'aria aperta. La userò per lavorare, ma solo per una mia pigrizia nell'effettuare resi.",1
185,"La cintura ha sicuramente un prezzo vantaggioso, però la qualità non è eccelsa.",4
186,"Ottima fattura, esattamente ciò che cercava la persona alla quale l'ho regalata. Perfetto!",5
187,Acquistato per il costo contenuto e l'apprezzabile fattura… Non ha soddisfatto le mie aspettative. Esterno già rovinato dopo pochi utilizzi. Non lo acquisterei di nuovo.,2
188,Bellissima e di ottima qualità ma ho dovuto restituirla perché troppo grande. La consiglio.,5
189,"Una cinta Iper economica, dopo una settimana di utilizzo è già da buttare, soldi davvero sprecati. Assolutamente sconsigliata. .",1
190,"L'articolo è arrivato ben imballato e rispettando i tempi previsti per la spedizione. La cintura è lunga 105 cm e larga circa 4 cm, presenta il logo della marca impresso, cosa che in foto non era visibile. Di un buon materiale, ma non di pelle, è abbastanza carina pur essendo molto semplice. La fibbia metallica satinata, non è eccessivamente grande, rendendola perfetta anche per un look elegante. Posso reputarmi soddisfatto visto il buon prezzo dell'acquisto.",4
191,Materiale di dubbia qualità dal momento che neanche dopo averla indossata per 2 sere già si era rovinata molto...,1
192,"Nulla, non ci siamo proprio. Non mi aspettavo il top delle cinture, ma questa è stata una delusione. Non ci prova neanche ad essere similpalle, è proprio plasticosa. Inoltre dalla figura non si vede ma ha la scritta Jack and Jones in rilievo su tutta la lunghezza",1
193,"Ho acquistato questa cintura per regalarla e sono soddisfatto dalla sua fattura e dalla eleganza del marchio. Purtroppo ho rilevato alcune pieghe all'interno della pelle, ma il voto rimane comunque alto grazie al suo prezzo oltremodo competitivo. Volevo però segnalare che la cinta arriva in un sacchetto da imballaggio trasparente, senza alcuna confezione e questo può essere problematico se la si acquista per fare un regalo.",4
194,"Innanzitutto dalle foto non si capisce che sulla cinta c è la  scritta jack jones che la rende un po' pacchiana e in secondo luogo il prodotto che mi è arrivato emana un odore fortissimo, tant'è che ho dovuto lasciarlo una notte all'aria aperta. La userò per lavorare, ma solo per una mia pigrizia nell'effettuare resi.",1
195,"La cintura ha sicuramente un prezzo vantaggioso, però la qualità non è eccelsa.",4
196,"Ottima fattura, esattamente ciò che cercava la persona alla quale l'ho regalata. Perfetto!",5
197,Acquistato per il costo contenuto e l'apprezzabile fattura… Non ha soddisfatto le mie aspettative. Esterno già rovinato dopo pochi utilizzi. Non lo acquisterei di nuovo.,2
198,Bellissima e di ottima qualità ma ho dovuto restituirla perché troppo grande. La consiglio.,5
199,"Una cinta Iper economica, dopo una settimana di utilizzo è già da buttare, soldi davvero sprecati. Assolutamente sconsigliata. .",1
200,Amo questi tipi di pantaloncini. Sono alto 178 e peso 77 kg ed ho scelto la taglia M. Il pantaloncino veste molto bene e la tasca interna è molto comoda. Consiglio una taglia più grande per chi non ama aver il pantaloncino “giusto” ma vuole vestire più comodo. L’ho usato già 3 volte e non ho avuto nessun tipo di problema in palestra.,5
201,"L'idea della tasca interna sarebbe la panacea dei mali di chi si allena portandosi appresso lo smartphone, però ci sono da fare doverose puntualizzazioni. Parto subito col dire che la qualità del prodotto è infima, il materiale è plasticazza della peggior specie dallo spessore paragonabile alla carta velina, ma tanto a noi interessa la comodità per un'oretta di allenamento, no? Il pantaloncino presenta due normali tasche laterali, più una tasca sul retro con la zip, più la famosa tasca interna, posta sul leggins interno in corrispondenza della coscia sinistra. Tale tasca è capiente e contiene il mio smartphone note a 6 pollici. Ma... Se dovete usare il pantaloncino in palestra scordatevi di allenare le gambe, avere il cellulare in quella posizione è scomodo da paura, verrete impediti di molto nei movimenti. Il taschino non tiene piantato il cellulare alla coscia, come le immagini vogliono far intendere, ma diciamo c'è molto gioco e ho sempre l'impressione che stia per scivolarmi fuori. Inoltre il leggins non è così aderente, il materiale è lasco e non da quella sensazione di comodità, cosa che si ripercuote sul taschino. Inoltre le taglie sono piuttosto difficili da comprendere, in quanto suggeriscono di considerare taglie superiori alle vostre. Io sono alto 1.80 per 70 kg e ho preso XL, devo dire che calza bene. Non lo sconsiglio in assoluto, va testato individualmente, ma a me non ha offerto quella cosa in più che cercavo. Reso.",1
202,"Il pantaloncino è bene fatto e rifinito bene. Arrivati molto prima del previsto i pantaloncini sono stati subito utilizzati. E’ un doppio pantaloncino, il ciclista sottostante ha la una tasca elastica per riporre il telefonino o altri oggetti durante la corsa e gli esercizi, mentre il pantaloncino sopra è moto leggero e comodo. Sono presenti le tasche laterali sul davanti e anche una tasca nel posteriore con cerniera. Questo pantaloncino da uomo ha l’elastico e il laccio per stringerlo a piacimento. Soddisfattadell’acquisto.",5
