"title","content","date","variant","images","verified","author","rating","product","url" 
"un libro da leggere","un libro che aiuta riflettere di questi tempi e comportarsi in modo responsabile","Recensito in Italia il 10 marzo 2020","","","Yes","barbara","5","Epidemie. I perché di una minaccia globale","https://www.amazon.it/Epidemie-perch%C3%A9-una-minaccia-globale/product-reviews/8829001139/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Non sprecate i vostri soldi","Definirlo un libro è già offensivo. Ho seguito le sue dirette e mi aspettavo qualcosa di interessante. Invece non ho trovato nulla che mi spinga a consigliarlo a qualcuno se non come blocco note da utilizzare per prendere appunti vista la miriade di pagine vuote contenute tra le 150 pagine del pseudo libro. Delusione assoluta","Recensito in Italia il 22 giugno 2020","","","Yes","Marco Alferi","1","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Un compagno di viaggio per un milione e mezzo di persone.","Andrea Scanzi, volto televisivo e teatrale, giornalista da vent'anni o giù di lì, ego ipertrofico senza narcisismo (o forse solo il giusto) e fan a livelli liturgici dei Pink Floyd di Waters (probabilmente la sua qualità migliore), durante quell'inferno psicologico e non solo che è stato il ""lockdown"" per la pandemia da CoViD-19 ha trasmesso su Facebook, dapprima alle 18:30 poi intorno alle 19:00 (mai puntuale ma si sa, gli artisti son così...), le sue ""dirette"" quasi quotidiane, poi divenute ufficialmente ""ScanziLive"", il cui pubblico è cresciuto a ritmi sorprendenti fino a toccare la vetta di centomila spettatori in contemporanea, tipo i Genesis a Knebworth nel 1978. Questo libro è per certi versi un riassunto, stringato e a macchia di leopardo, di quell'esperienza: da un'uscita poco felice del 25 febbraio, in cui Scanzi - come tanti altri ben più autorevoli di lui - sottovalutò l'epidemia e per la quale si è scusato fino allo sfinimento (ma per i suoi detrattori era ormai tardi, tanto che dopo mesi ne cianciano ancora nel tipico riflesso pavloviano stile Marò-Bibbiano-Foibe) fino alla cosiddetta ""fase 3"" della riapertura, gravida di ben più subdole incognite che non la semplice paura di morire per un male assurdo. Andrea ha rappresentato per molti italiani, compreso il sottoscritto, un appuntamento quotidiano fisso e immancabile, una compagnia talvolta scomoda, spesso esilarante, sempre in qualche modo affettuosa nella sua schiettezza aretina e nei suoi modi da bischero, metà giullare e metà Cicerone nelle Catilinarie. La sua satira, i suoi commenti politici senza sconti in ogni direzione si riflettono anche in questo nuovo libretto, che si divora in due ore e che - anche e sopratutto a chi non ha seguito le ""dirette"" - offre spunti divertenti, dosati in comode pillole, quasi un'antologia di piccoli editoriali, nello stile ormai consolidato dell'autore. Poiché considero senz'altro vana la speranza di incontrare Andrea di persona e nerdeggiare per ore con lui di Pompei e ""The Gunner's Dream"" davanti a uno dei millemila vini della sua cantina (mitica quasi quanto la cuccia di Snoopy, quella col biliardo e il Van Gogh), acquistare questo suo nuovo libro nel giorno stesso della pubblicazione è il mio piccolo e inadeguato modo per ringraziarlo di avermi reso tre mesi di isolamento - pure quello molto Watersiano, in fondo - un po' meno insopportabili. Buona vita, Andrè. E grazie ancora.","Recensito in Italia il 18 giugno 2020","","","Yes","Starless74","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Diario per i posteri","Letto tutto e scorre fluidamente come ""Il Cazzaro Verde"". I leggititolisti lo attaccheranno (e lo staranno già facendo) per l'errore che fece a fine Febbraio, errore che facemmo tutti, quindi si apprezza anche la sua autocritica nero su bianco. Tra risate ed altre risate un po' più amare, Scanzi sa descrivere perfettamente le situazioni surreali ed imbarazzanti in cui ci troviamo nella vita di tutti i giorni. Lo definirei un diario per i posteri. Quando mio nipote mi chiederà cosa sia accaduto in questo momento storico, questo sarà il libro perfetto per fargli capire quanti geni ci fossero a caricare una situazione già drammatica per conto suo. Mi permetto di suggerire ironicamente a Scanzi il terzo ed ultimo capitolo: La Caduta dei Cazzari, per chiudere il cerchio in una trilogia mitologica che richiama il fuoco della mano sinistra nello Studio op 20 N.12 di Chopin, noto appunto come La Caduta di Varsavia. Seguo Scanzi dal 2014 e spero di vederlo anche in uno dei suoi spettacoli. In bocca al lupo, Andrea. Grazie per averci accompagnato con le tue dirette in questi mesi durissimi. Adriano Maria Maiello","Recensito in Italia il 19 giugno 2020","","https://images-na.ssl-images-amazon.com/images/I/71QSYY2tOXL._SY88.jpg","Yes","Adriano M.","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Sintesi perfetta di un periodo in chiaro scuro. Scritto con una semplicità disarmante.","Dopo tre mesi passati ad ascoltare le dirette serali di Andrea Scanzi su FB , mi è sembrato normale acquistare il libro. Una sintesi perfetta di cosa abbiamo vissuto e a volte... subito. Avevamo visto tutto o quasi (una pandemia non potevamo nemmeno immaginarla se non guardando film come Contagion), ma rileggere i passaggi, rivedersi attenti a tutti i bollettini, riprovare lo stesso dolore per i tanti morti, è stato come guardare un cortometraggio intriso di immagini, sensazioni, colori cupi ed esileranti situazioni che in questa immensa tragedia, hanno evidenziato tutte le sfumature del vivere. Tutti o quasi tutti i protagonisti vengono riprodotti nella loro ""umanità"" e Scanzi è davvero fantatisco nel farlo con una semplicità disarmante. Non ve lo dico, ma sono sicuro che acquisterete questo libro, fosse solo perchè ritroverete un pezzo di voi all'interno di quelle pagine. Grazie Andrea.","Recensito in Italia il 22 giugno 2020","","","Yes","Cliente Amazon","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"un libro reale come solo Andrea Scanzi poteva fare","scorrevole, dissacrante, reale... come è reale tutto ciò che abbiamo vissuto in questi folli mesi... l’ho letto in qualche ora, iniziando stamattina, intervallando la pausa pranzo e finendolo ora ora, sfruttando la fortuna di un terrazzo privato che ho sempre potuto usare dall’inizio delle belle giornate... come già sottolineato da qualcuno... leggerlo con in testa la voce di Andrea è stato ancora più avvincente... avevo perso tante dirette di personaggi, tante dichiarazioni e tante castronerie dette dai più. Tra i passaggi divertenti sicuramente la lista delle scuse dei denunciati durante la fase 1, che si sforzavano di trovare un senso al loro vuoto cosmico e cerebrale per l’italica e maggioritaria tendenza di vari italioti a rispettare regole e divieti. mi sono rispecchiata nel capitolo della sindrome della capanna, sono stata in isolamento preventivo senza sintomi, la mia migliore amica è stata positiva per 60 giorni, quando ci siamo riviste a malapena riuscivo a trattenere le lacrime, ma uscire di casa quando ho potuto farlo, è stata sì una liberazione, ma anche una forzatura del mio essere tendenzialmente ipocondriaca e scrupolosa. in più mettici che sono disoccupata da quasi 9 mesi. Ho voluto condividere anche la foto dell’ultimo capitolo, perché mi ha colpito parecchio, di buon senso ne vedo ancora molto poco in giro, ma l’importante è partire da se stessi. Grazie Andrea per questa sintesi di quarantena, l’ho finito così velocemente perché è stato come guardare un telefilm su netflix e a ogni capitolo cliccare subito sui tasti “prossimo episodio” e “salta intro”. Grazie davvero... - Silvia (Perugia)","Recensito in Italia il 20 giugno 2020","","https://images-na.ssl-images-amazon.com/images/I/71BRsgQd4oL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71C693KzBFL._SY88.jpg","Yes","Silvia L","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Letto tutto di un fiato.","Dopo il ""Cazzato Verde"" ha voluto leggere anche questo ultimo libro di Andrea Scanzi,di cui ho seguito e seguo le dirette giornaliere.Leggere ancora una volta le malefatte di un'informazione grottesca e di una politica improntata solo sui propri bisogni,e sulle grandi incapacità,fa arrabbiare tanto chi è onesto e rispetta le regole. In un momento così doloroso e pesante la politica avrebbe dovuto fare quadrato e unirsi per supportare il paese e chi era più in difficoltà,ma purtroppo per l'ennesima volta ha dimostrato i propri enormi limiti e la grande ignoranza. È una lettura che riassumeoltre alle brutture, anche una serie di immagini che pochi dimenticheranno,quella lunga fila di camion pieni di bare è stato un dolore pesante per tutto il paese,con il pensiero e il cuore mi sono sentita vicina a chi aveva dovuto dire addio a chi amava solo con il pensiero,ho pensato alla solitudine di chi stava male e se ne stava andando senza lo sguardo amorevole dei propri affetti.  Ho sempre la speranza che questo dolore rimanga dentro il cuore di molti italiani,che ci indichi cosa d'avvero è importante e che merita di essere curato con attenzione. Ho pianto leggendo la lettera di quel nonno,ma ho anche ringraziato Dio che ai miei genitori tutto questo è stato risparmiato. In questo libro,oltre a tanti personaggi negativi,ho visto anche la parte bella di questo strampalato paese,quella sana,che ancora una volta non ci fa vergognare fino in fondo. Mi piacerebbe che Scanzi scrivesse un libro proprio su questo,su chi in questi mesi c'è stato per tutti noi,anche dietro a tute protettive,mascherine,o plexiglass,a chi ha dedicato del tempo agli altri gratuitamente.Insomma,alla parte bella dell'Italia,quella che c'è ma in silenzio,che non va in tv ogni tre per due a fare proclami o inveire contro questo o quello. Leggetelo,un libro insegna sempre qualcosa.","Recensito in Italia il 22 giugno 2020","","","Yes","maria teresa","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Diario non Minimo di una Pandemia annunciata","Divorato in un boccone Ci si ritrova tutto il simpatico graffiante irriverente Scanzi che ci ha tenuto  ( e tiene) compagnia con le sue dirette  nelle serate di pandemia Penna  affilata ed arguta mi ha riportato alla mente il diario minimo di Eco È  un giro  sulle montagne russe  delle sensazioni, emozioni , timori, sdegni di un Giornalista ( G volutamente maiuscola) dalla specchiata onestà intellettuale  e che riesce ad andare oltre, nei mesi più bui della nostra storia recente.  Consigliatissimo","Recensito in Italia il 20 giugno 2020","","","Yes","TATIANA R.","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Rewind","Letto durante l'ennesimo turno notturno in ospedale;ha riepilogato,con toni umoristici sempre pronti a portare alla riflessione,i giorni maledetti dal 21 febbraio ad oggi. Ho molto apprezzato l'alternanza di capitoli di puri ""sfottò"" a coloro che hanno fatto di tutto per meritarseli,con capitoli di estrema sensibilità nei confronti di chi ha più subito questo periodo. Nel capitolo 57,Andrea,ha perfettamente fotografato il più grande disagio che noi infermieri,impegnati in reparti Covid,abbiamo vissuto. Ha fotografato,in poche righe,ciò che ci porteremo dentro per sempre:senso di impotenza,frustrazione,rabbia,e perchè no sensi di colpa,perchè col tempo si è visto che si poteva fare decisamente meglio;e non bastano 35 anni di servizio per placare certe angosce.","Recensito in Italia il 29 giugno 2020","","","Yes","mauro","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Un Cazzaro favoloso","Non è il libro più bello che sia mai stato scritto, neanche il più bello che abbia scritto Scanzi, ma è un libro speciale! Una fotografia lunga 3 mesi, 3 mesi che hanno cambiato per sempre la storia dell’umanità, anche se non ce ne siamo ancora resi conto! È un libro, ma diventerà un vecchio amico con cui bere un buon whisky fumando un Montecristo e con cui rivivere vecchi ricordi di quel periodo che ci cambiò per sempre!!! Grazie Andrea per essere stato un compagno di viaggio in questo mare inesplorato chiamato lockdown, un “amico” con cui confrontarsi nel proprio intimo e con le proprie paure. Grazie per averci fatto sorridere, piangere e sfogare.","Recensito in Italia il 23 giugno 2020","","","Yes","Virgilio","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Diario della pandemia.","Se, come me, avete seguito ogni singola diretta di Scanzi, vi verrà automatico leggere questo libro con la sua voce che vi ronza nella testa. Vi consiglio ti tenere a portata di mano una matita o un evidenziatore per poter sottolineare quelle vere e proprie perle che contiene. Buona lettura.","Recensito in Italia il 19 giugno 2020","","","Yes","Barbarina","5","I cazzari del virus. Diario della pandemia tra eroi e chiacchieroni","https://www.amazon.it/i-cazzari-del-virus-diario-della-pandemia-tra-eroi-e-chiacchieroni/product-reviews/8831431072/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Il capolavoro di questa generazione di console","Nevica, a Jackson. C’è un clima freddo ma in qualche modo accogliente, figlio di un’umanità recuperata e che finalmente può abbracciare i cittadini del fiorente agglomerato urbano del Wyoming. Pub, negozi, lucernari, strade principali, secondarie e un clima festoso caratterizzano la vita quotidiana dei sopravvissuti; persone che hanno visto la morte, che la conoscono e che l’hanno in qualche modo sconfitta. Nel mondo di The Last of Us, la speranza e la ricerca della stessa è una costante, ancora di più da quando, anni dopo la conclusione del primo capitolo, la civiltà per come la conosciamo noi quasi non esiste più. Fuori dai confini sicuri della città tutto sta si sta putrefacendo, la vegetazione ha conquistato ciò che restava delle costruzioni in cemento e la viscida e subdola infezione che ha messo in ginocchio l’uomo pare ormai inarrestabile. Mutazioni terribili hanno caratterizzato l’evoluzione moderna del Cordyceps e al suo fianco il fiorire di gruppi “umani” terribilmente feroci, spietati, che hanno istituito la sopravvivenza ad ogni costo come dogma fondamentale delle loro società, amministrano ciò che rimane delle grandi metropoli. The Last of Us Parte 2 è indubbiamente un gioco ambizioso, forse il più importante mai sviluppato da Naughty Dog. Al suo interno, infatti, ci troviamo il dramma tipico del franchise, unito anche ad un “senso dell’avventura” ben noto ai fan della serie Uncharted. Attenzione, non sto dicendo che il titolo rappresenti un sunto delle due produzioni, quanto più che sia, di fatto, l’opera che rappresenti maggiormente lo studio. L’avventura di Ellie è infatti più vasta rispetto al primo capitolo ed infarcita di una serie di elementi che contribuiscono a tratteggiare un’esperienza di gioco più matura e completa sotto ogni aspetto. Una delle critiche mosse al primo The Last of Us, infatti, era proprio relativa al gameplay “monotono” e “poco approfondito”, per qualcuno addirittura anche “troppo facile”. Sette anni dopo l’inizio dell’epopea di Joel, Parte 2 si migliora in tutto: dal comparto narrativo, a quello puramente ludico. Ed è incredibile anche il suo comparto tecnico, capace di non mettere mai in crisi nemmeno una PS4 standard, che non singhiozza, non mostra perdite di frame e gestisce con orgoglio una mole poligonale e delle situazioni di gioco complesse senza andare in sofferenza anche quando glielo si potrebbe perdonare. Ogni secondo di gioco, inoltre, sarà scandito da una brutalità senza paragoni. The Last Of Us 2 è l’esperienza videoludica più intensa che abbia mai avuto il piacere di giocare. Lo è a livello mentale, ma anche fisico, con alcune sequenze davvero “forti”, capaci di lasciare il segno e obbligandomi ad interrompere la sessione di gameplay per qualche minuto, giusto il tempo di riprendere il fiato. Ad accrescere questa sensazione ci pensa un comparto tecnico sbalorditivo, capace di muovere un mondo di gioco caratterizzato in modo pazzesco e “mosso” da animazioni che sinceramente non avevo mai vista prima. Non parlo solo delle cut-scene, ma anche del “giocato”. Giocare con la telecamera per vedere le smorfie di Ellie mentre taglia la gola ad un WLF, per esempio, mette in luce quanto ho appena detto. Ma è solo un accenno di quello che TLOU Parte 2 ha da offrire. Non è un caso che arrivi a fine generazione, come il suo predecessore, e non è un caso che sia il canto del cigno di PlayStation 4. Naughty Dog si è spinta oltre, mettendo in scena uno spettacolo disarmante per bellezza, completezza ed intensità. Francamente, una produzione dal benchmark qualitativo forse senza precedenti, che può godere anche di un comparto narrativo degno dei migliori palcoscenici di Hollywood. La caratterizzazione degli ambienti poi rende tutto più vivido, tangibile e approfondito, grazie anche ad una serie di dettagli recuperabili dai vari manufatti opzionali che scendono nei dettagli di ciò che è successo, gettando nuova luce anche sul futuro prossimo. La fotografia, la colonna sonora (che meraviglia) le interpretazione in motion capture e il doppiaggio rispecchiano l’ambizione e i mezzi di uno studio che, di fronte ad una grande sfida e una grande responsabilità, ha realizzato il miglior prodotto possibile. The Last of Us Parte 2 non è solo il gioco più importante dell’anno, ma dell’intera generazione, è tutto dove dovrebbe essere, come dovrebbe essere, come speravo potesse essere. È, di fatto, il modo migliore per rendere onore all’incredibile generazione PS4, che si è resa protagonista di cult memorabili e che aggiunge alla sua raccolta uno di quei giochi destinati a diventare immortali. Voto: 10/10 Se la recensione ti è stata utile fammelo sapere mettendomi un ""UTILE"" qui sotto o rispondendo alle domande ""questa recensione ti è stata utile?"" Con un ""SI"". Grazie!","Recensito in Italia il 9 luglio 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Kevin","5","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Pura e semplice violenza allo stato puro","Il gioco più atteso degli ultimi anni è arrivato, ci sono state talmente tante storie su questo gioco che l’hype era ormai sopra ogni livello accettabile, tempo fa grazie ad un dipendente della ND, risibili le smentite della SONY, è stato possibile vedere larghe parti del gioco, finale compreso, per chi lo ha visto, diversi milioni di utenti non necessariamente giocatori, c’è poco da aggiungere, ma qualcosa bisogna pur dire e cominciamo dunque da qui: che specie di gioco è questo, credo che si possa dire che la qualità tecnica sia indiscutibile, siamo al top dei top inutile cercare motivi di critica sarebbe solo pretestuosa, ma detto questo tutto il resto, storia, personaggi, ambientazioni, è tutto da buttare; il gioco si svolge qualche anno dopo la fine del precedente, a parte alcuni remainders Ellie è cresciuta e checchè se ne dica si è trasformata in una sorta di psicopatica assassina, le motivazioni non hanno importanza conta il risultato, inutile parlare della discutibile e ridicola scelta del famoso “bacio saffico” specie se confrontato con quello dolce e appassionato e soprattutto “vero” tra Fiora e Shulk in Xenoblade ben altro livello di phatos ed emozione un condensato di sensazioni che ti rende fiero di essere arrivato fin lì solo per vederlo, un vero must e questo dimostra di quanto la ND non abbia capito proprio niente della natura umana; il vero centro nevralgico di questa porcheria, che molti si ostinano a chiamare gioco, è la violenza totale e quasi sempre gratuita che è presente nel gioco, le mani di Ellie sono letteralmente zuppe di sangue e si arriva al punto da perdere completamente di vista la trama del gioco (ma ce l’ha?) perché tanto è una sequela di uccisioni barbare gole tagliate e corpi sventrati, un tale livello di efferatezze che fanno sembrare Hannibal Lecter una specie di dilettante, un gioco assolutamente sconclusionato pompato all’inverosimile e del tutto privo di razionalità, la deriva violenta della ND raggiunge in questo gioco livelli drammatici ed il fatto che in molti Stati sia stata proibita la vendita, sia per la relazione saffica che l’eccessiva violenza, è un segnale pericoloso per i giochi a venire, la ND si vanta di aver costruito un gioco che definisce il più realistico di sempre, sicuramente vero, ma era proprio necessario fare un gioco così truculento? Ghost of Tsushima sembra purtroppo avviato sulla stessa strada ma The Last of Us II rappresenta qualcosa, spero, di inarrivabile Ellie è invariabilmente violenta nei suoi approcci al di fuori del fortino ed inevitabilmente violente sono risposte che riceve non c’è mai nessun tentativo di approcciarsi in modo diverso, la ND non ha mai previsto la possibilità di stabilire contatti senza necessariamente massacrarsi l’un l’altro, si dà perennemente l’idea che l’Umanità sia una sorta di specie reietta che della violenza ha fatto un Totem, non ho mai pensato che potesse esistere un gioco pericoloso per la sua violenza e diseducativo per i messaggi che manda, questo gioco, anzi questa porcheria assoluta, mi ha fatto cambiare idea, un vero inno alla spietatezza gratuita e incontrollabile, la trama è insignificante e tutta volta a giustificare (?) l’inaudita sete di sangue della protagonista e dei comprimari, sono arrivato al punto da sperare che gli infetti vincessero e si impadronissero di quel mondo così malridotto dai sopravvissuti e ponesse fine allo strazio che mi dava continuare a giocarlo, cosa che comunque ho fatto dopo circa 5 ore completamente disgustato e inorridito da quello che vedevo Questo è un gioco totalmente amorale, immorale e vergognoso che insegna violenza e distribuisce sangue a litri, non ha alcuna importanza la sequela di missioni da eseguire, gli oggetti da trovare, le cose da fare, la giocabilità, la trama, nulla ha veramente importanza perché il solo scopo è fare piazza pulita di tutto quello che si muove sullo schermo, umano o mutante poco importa, e questo lo rende anche ripetitivo e non poco noioso…vincerà un sacco di premi non c’è dubbio, come ha fatto il precedente capitolo e francamente trovo la cosa preoccupante se non altro per la direzione che il mondo dei VG sembra aver preso e per la mediocrità che questo gioco rappresenta. Si è vero non ho detto nulla della trama, comunque poco interessante che sa tanto di deja vù, non ho detto nulla della giocabilità, comunque migliorata rispetto al precedente capitolo, non ho detto nulla di nulla sul gioco in se stesso, anche per non spoilerare se non aveste visto i filmati con la trama ed il finale ma anche perché il gioco semplicemente non esiste, perché non è nemmeno un gioco, posso solo dire che mi ha disgustato, roba da vomito, ettolitri di sangue molto veritiero che schizza ovunque, Ellie che sgozza e squarta i poveri malcapitati con una facilità incredibile, un gioco dove si scontrano tra loro un branco di psicopatici turpi e truculenti, ed Ellie è la peggiore di tutti, nessuna speranza per l’Umanità, ed è per me incomprensibile che un gioco che non strappa mai nemmeno un amaro sorriso, una pausa, un momento di serenità ma solo tensione violenta e pericolosa, possa essere così tanto bramato, persino le fasi nel villaggio ed il ballo che tante polemiche ha suscitato, persino quello strappa più tensione che rilassamento perché sai che la Ellie vera è quella che sventra, sgozza ed uccide con brutale continuità; ho già giocato in passato giochi governati dalla tensione e dallo stress emotivo ma nessuno di essi ha mai avuto bisogno di un tale livello di atrocità per rendersi interessante…questo gioco fa veramente schifo e di certo non è per ragazzi ancor meno per bambini ma forse è troppo anche per coloro che lo giocheranno e si esalteranno nel farlo AGGIORNAMENTO: Il gioco sta avendo recensioni negative in tutto il mondo senza distinzioni di nazionalità nè confini e questo da parte dei giocatori “veri” quelli che il gioco lo comprano pagandolo con soldi veri e non dai critici, pagati dalla SONY con denaro sonante e giochi consegnati gratis a casa e con giorni di anticipo, in alcuni casi siamo agli insulti ma il massimo lo ha ottenuto un video che su YT sta spopolando: un giocatore Coreano stava trasmettendo in streaming la sua esperienza di gioco, con una serie di commenti negativi da far accapponare la pelle ma al momento in cui Joel viene ucciso a bastonate con una mazza da Golf proprio sotto gli occhi di Ellie ha fatto l’ennesima faccia schifata, poi con serafica calma ha fermato il gioco, lo ha cancellato dalla Console, ha estratto il disco e come se niente fosse ha tagliato in tanti piccoli pezzi entrambi i Bluray della confezione…è quello che dovreste fare tutti voi, se aveste un briciolo di amor proprio e soprattutto se vi resta ancora una coscienza!!!","Recensito in Italia il 19 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Spidey007","1","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Metterei anche sei stelle!","Cominciamo da Amazon, puntualità assoluta per il dayone! Come sempre una garanzia in questi casi, prezzo migliore garantito grazie al pre-ordine e zero fila in negozio! Passiamo ora alla sostanza, intanto ho ricevuto i codici per riscattare le armi grazie al preordine del gioco, quindi super ma la vera sorpresa è stata quando aprendo la scatola c’erano due dischi! Si avete letto bene uno per l’installazione e uno per giocare quindi finalmente zero connessione a internet senza attesa di mille ore per scaricare giga e giga di file, ritardando solo l’inizio del gioco! Già dopo un’ora di gioco posso dirvi che è il miglior titolo mai fatto per ps4, cura nei dettagli, intelligenza artificiale che ti lascia a bocca aperta, e molto altro! ASSOLUTAMENTE DA GIOCARE PRIMA DI PASSARE A PS5 !!!!AGGIORAMENTO!!!! Dopo 6 ore di gioco vi confermo che è un capolavoro sotto ogni punto di vista, grafico, immersivo e con una storia che ti appassiona giorno dopo giorno! Non posso far altro che fare i migliori complimenti a Naughty Dog, si conferma la miglior casa produttrice insieme a Santa Monica !!!!ULTIMO AGGIORNAMENTO A FINE GIOCO!!!! Un viaggio emozionante. Pensavo che dopo god of war avrei dovuto aspettare la prossima generazione per avere un altro titolo di quello spessore, ma mi sbagliavo. Tecnicamente è impressionante se si pensa all'hardware a disposizione, ma è sul lato artistico che mi ha colpito veramente. E colpito è il termine appropriato. Colpisce duro fin da subito e continua fino alla fine. Ti lascia un po'svuotato. Come quando vedi il finale della tua serie preferita. Personalmente gli darei un 10. Non riesco veramente a pensare a nessun altro voto. Ho apprezzato ogni scelta narrativa e il gioco dei flashback è stato perfetto. Con la storia che pian piano si ricomponeva. Un fottuto capolavoro","Recensito in Italia il 19 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","https://images-na.ssl-images-amazon.com/images/I/71zLh0GWcML._SY88.jpg","Yes","Danny","5","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Tecnicamente impressionante ma....","Le tematiche LGBT inserite nel gioco sono danntamente disturbanti. Gli autori hanno intrapreso delle scelte socio-politiche ben precise che spingono il giocatore in una direzione che, per molti, me compreso, possono essere sgradite. Non lo ricomprerei assolutamente. In più, nel gioco, si fanno le stesse cose all’infinito. Dopo 20 ore di gioco ero arrivato al limite massimo di sopportazione.","Recensito in Italia il 24 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Gianluca Musumeci","1","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"The Last of Us II - Il gioco del mese.","Che dire è uno dei giochi più con trama interessante e coinvolgente. Negli ultimi 5-7 mesi non mi prendeva più nessun videogioco, questo mi ha fatto venire di nuovo la passione per giocare a qualcosa. Il gioco a livello di attori, doppiaggio e svolgimento della trama sono sicuramente di classe AAA. Non mi meraviglia che vogliano farci un film. Di conseguenza si spera che tutto questo possa coinvolgere i vostri cuoricini come ha fatto con me. Giocatelo miraccomando, nonostante abbia un pc della madonna per un titolo del genere ho avuto una fissa a riaccendere la ps4. Voi? cosa state aspettando? Un titolo che qualitativamente merita quanto un Cyberpunk 2077. Grazie Naughty Dogs, ho amato i tuoi titoli e altrettanto questo.","Recensito in Italia il 19 giugno 2020","Piattaforma: PlayStation 4 Edizione: Standard","","Yes","Matteo Cidale","5","The Last of Us 2 - Playstation 4","https://www.amazon.it/The-Last-of-Us-2/product-reviews/B07DLS9N8V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
